Data as of,Start week,End Week,State,Sex,Age group,COVID19 Deaths,Total Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths"
9/16/2020,2/1/2020,9/12/2020,New York,Unknown,85 years and over,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,New York City,Male,Under 1 year,,132,,0,,
9/16/2020,2/1/2020,9/12/2020,New York City,Male,1-4 years,,20,,,0,
9/16/2020,2/1/2020,9/12/2020,New York City,Male,5-14 years,,41,,0,,
9/16/2020,2/1/2020,9/12/2020,New York City,Male,15-24 years,23,275,,,,25
9/16/2020,2/1/2020,9/12/2020,New York City,Male,18-29 years,62,554,25,15,,72
9/16/2020,2/1/2020,9/12/2020,New York City,Male,25-34 years,113,722,60,41,,132
9/16/2020,2/1/2020,9/12/2020,New York City,Male,30-49 years,858,"2,711",374,292,62,949
9/16/2020,2/1/2020,9/12/2020,New York City,Male,35-44 years,401,"1,293",160,125,28,443
9/16/2020,2/1/2020,9/12/2020,New York City,Male,45-54 years,993,"2,568",469,362,73,"1,105"
9/16/2020,2/1/2020,9/12/2020,New York City,Male,50-64 years,2836,"6,988","1,377","1,050",192,"3,180"
9/16/2020,2/1/2020,9/12/2020,New York City,Male,55-64 years,2226,"5,418","1,078",822,149,"2,496"
9/16/2020,2/1/2020,9/12/2020,New York City,Male,65-74 years,3268,"7,432","1,630","1,262",139,"3,641"
9/16/2020,2/1/2020,9/12/2020,New York City,Male,75-84 years,3110,"7,616","1,691","1,239",106,"3,571"
9/16/2020,2/1/2020,9/12/2020,New York City,Male,85 years and over,2114,"6,608","1,269",831,78,"2,566"
9/16/2020,2/1/2020,9/12/2020,New York City,Female,Under 1 year,,112,0,0,0,
9/16/2020,2/1/2020,9/12/2020,New York City,Female,1-4 years,,10,,,0,
9/16/2020,2/1/2020,9/12/2020,New York City,Female,5-14 years,,25,,0,,
9/16/2020,2/1/2020,9/12/2020,New York City,Female,15-24 years,10,97,,,,13
9/16/2020,2/1/2020,9/12/2020,New York City,Female,18-29 years,26,195,16,,,34
9/16/2020,2/1/2020,9/12/2020,New York City,Female,25-34 years,55,271,24,15,,65
9/16/2020,2/1/2020,9/12/2020,New York City,Female,30-49 years,304,"1,145",139,93,23,353
9/16/2020,2/1/2020,9/12/2020,New York City,Female,35-44 years,116,520,61,36,,142
9/16/2020,2/1/2020,9/12/2020,New York City,Female,45-54 years,396,"1,243",197,142,33,455
9/16/2020,2/1/2020,9/12/2020,New York City,Female,50-64 years,1302,"3,760",692,519,87,"1,489"
9/16/2020,2/1/2020,9/12/2020,New York City,Female,55-64 years,1057,"2,978",559,425,68,"1,203"
9/16/2020,2/1/2020,9/12/2020,New York City,Female,65-74 years,1761,"4,872",930,687,89,"2,020"
9/16/2020,2/1/2020,9/12/2020,New York City,Female,75-84 years,2294,"6,606","1,307",922,89,"2,697"
9/16/2020,2/1/2020,9/12/2020,New York City,Female,85 years and over,2739,"10,943","1,596","1,025",89,"3,334"
9/16/2020,2/1/2020,9/12/2020,New York City,Unknown,Under 1 year,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,New York City,Unknown,1-4 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,New York City,Unknown,5-14 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,New York City,Unknown,15-24 years,0,,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,New York City,Unknown,18-29 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,New York City,Unknown,25-34 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,New York City,Unknown,30-49 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,New York City,Unknown,35-44 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,New York City,Unknown,45-54 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,New York City,Unknown,50-64 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,New York City,Unknown,55-64 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,New York City,Unknown,65-74 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,New York City,Unknown,75-84 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,New York City,Unknown,85 years and over,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,North Carolina,Male,Under 1 year,0,207,,0,,
9/16/2020,2/1/2020,9/12/2020,North Carolina,Male,1-4 years,0,33,,0,,
9/16/2020,2/1/2020,9/12/2020,North Carolina,Male,5-14 years,,50,0,0,0,
9/16/2020,2/1/2020,9/12/2020,North Carolina,Male,15-24 years,,504,,,,
9/16/2020,2/1/2020,9/12/2020,North Carolina,Male,18-29 years,,850,10,,,15
9/16/2020,2/1/2020,9/12/2020,North Carolina,Male,25-34 years,10,904,18,,0,25
9/16/2020,2/1/2020,9/12/2020,North Carolina,Male,30-49 years,84,"2,420",90,31,,151
9/16/2020,2/1/2020,9/12/2020,North Carolina,Male,35-44 years,40,"1,121",38,13,,69
9/16/2020,2/1/2020,9/12/2020,North Carolina,Male,45-54 years,91,"1,925",102,36,,165
9/16/2020,2/1/2020,9/12/2020,North Carolina,Male,50-64 years,222,"5,292",334,91,36,501
9/16/2020,2/1/2020,9/12/2020,North Carolina,Male,55-64 years,169,"4,174",273,71,32,403
9/16/2020,2/1/2020,9/12/2020,North Carolina,Male,65-74 years,279,"6,142",491,108,22,683
9/16/2020,2/1/2020,9/12/2020,North Carolina,Male,75-84 years,337,"6,595",586,131,17,809
9/16/2020,2/1/2020,9/12/2020,North Carolina,Male,85 years and over,259,"5,136",468,118,18,626
9/16/2020,2/1/2020,9/12/2020,North Carolina,Female,Under 1 year,0,172,,0,0,
9/16/2020,2/1/2020,9/12/2020,North Carolina,Female,1-4 years,0,18,0,0,,
9/16/2020,2/1/2020,9/12/2020,North Carolina,Female,5-14 years,0,45,,0,,
9/16/2020,2/1/2020,9/12/2020,North Carolina,Female,15-24 years,,197,,0,,
9/16/2020,2/1/2020,9/12/2020,North Carolina,Female,18-29 years,,355,10,0,,17
9/16/2020,2/1/2020,9/12/2020,North Carolina,Female,25-34 years,,395,16,,,22
9/16/2020,2/1/2020,9/12/2020,North Carolina,Female,30-49 years,34,"1,340",64,13,,93
9/16/2020,2/1/2020,9/12/2020,North Carolina,Female,35-44 years,12,618,30,,,43
9/16/2020,2/1/2020,9/12/2020,North Carolina,Female,45-54 years,47,"1,230",71,22,11,107
9/16/2020,2/1/2020,9/12/2020,North Carolina,Female,50-64 years,120,"3,484",234,50,28,332
9/16/2020,2/1/2020,9/12/2020,North Carolina,Female,55-64 years,90,"2,766",189,34,20,265
9/16/2020,2/1/2020,9/12/2020,North Carolina,Female,65-74 years,220,"4,623",354,93,31,512
9/16/2020,2/1/2020,9/12/2020,North Carolina,Female,75-84 years,291,"6,435",466,100,20,677
9/16/2020,2/1/2020,9/12/2020,North Carolina,Female,85 years and over,403,"8,999",601,126,29,907
9/16/2020,2/1/2020,9/12/2020,North Carolina,Unknown,Under 1 year,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,North Carolina,Unknown,1-4 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,North Carolina,Unknown,5-14 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,North Carolina,Unknown,15-24 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,North Carolina,Unknown,18-29 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,North Carolina,Unknown,25-34 years,0,,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,North Carolina,Unknown,30-49 years,0,,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,North Carolina,Unknown,35-44 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,North Carolina,Unknown,45-54 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,North Carolina,Unknown,50-64 years,0,,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,North Carolina,Unknown,55-64 years,0,,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,North Carolina,Unknown,65-74 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,North Carolina,Unknown,75-84 years,0,,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,North Carolina,Unknown,85 years and over,0,,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,North Dakota,Male,Under 1 year,0,16,,0,0,
9/16/2020,2/1/2020,9/12/2020,North Dakota,Male,1-4 years,0,,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,North Dakota,Male,5-14 years,0,,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,North Dakota,Male,15-24 years,0,35,,0,0,
9/16/2020,2/1/2020,9/12/2020,North Dakota,Male,18-29 years,0,67,,0,0,
9/16/2020,2/1/2020,9/12/2020,North Dakota,Male,25-34 years,0,83,,0,0,
9/16/2020,2/1/2020,9/12/2020,North Dakota,Male,30-49 years,,217,17,,,21
9/16/2020,2/1/2020,9/12/2020,North Dakota,Male,35-44 years,,109,10,,,13
9/16/2020,2/1/2020,9/12/2020,North Dakota,Male,45-54 years,,143,15,,0,18
9/16/2020,2/1/2020,9/12/2020,North Dakota,Male,50-64 years,17,401,41,10,0,48
9/16/2020,2/1/2020,9/12/2020,North Dakota,Male,55-64 years,15,318,31,10,0,36
9/16/2020,2/1/2020,9/12/2020,North Dakota,Male,65-74 years,19,490,47,,,64
9/16/2020,2/1/2020,9/12/2020,North Dakota,Male,75-84 years,19,536,54,,,67
9/16/2020,2/1/2020,9/12/2020,North Dakota,Male,85 years and over,31,608,53,10,,76
9/16/2020,2/1/2020,9/12/2020,North Dakota,Female,Under 1 year,0,16,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,North Dakota,Female,1-4 years,0,,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,North Dakota,Female,5-14 years,0,,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,North Dakota,Female,15-24 years,0,16,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,North Dakota,Female,18-29 years,0,22,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,North Dakota,Female,25-34 years,0,25,,0,0,
9/16/2020,2/1/2020,9/12/2020,North Dakota,Female,30-49 years,,100,,,,
9/16/2020,2/1/2020,9/12/2020,North Dakota,Female,35-44 years,0,44,,0,0,
9/16/2020,2/1/2020,9/12/2020,North Dakota,Female,45-54 years,,83,,,,
9/16/2020,2/1/2020,9/12/2020,North Dakota,Female,50-64 years,,229,16,,,22
9/16/2020,2/1/2020,9/12/2020,North Dakota,Female,55-64 years,,187,13,,0,17
9/16/2020,2/1/2020,9/12/2020,North Dakota,Female,65-74 years,,289,34,,,41
9/16/2020,2/1/2020,9/12/2020,North Dakota,Female,75-84 years,25,484,43,11,,62
9/16/2020,2/1/2020,9/12/2020,North Dakota,Female,85 years and over,39,915,61,,,94
9/16/2020,2/1/2020,9/12/2020,North Dakota,Unknown,Under 1 year,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,North Dakota,Unknown,1-4 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,North Dakota,Unknown,5-14 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,North Dakota,Unknown,15-24 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,North Dakota,Unknown,18-29 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,North Dakota,Unknown,25-34 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,North Dakota,Unknown,30-49 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,North Dakota,Unknown,35-44 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,North Dakota,Unknown,45-54 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,North Dakota,Unknown,50-64 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,North Dakota,Unknown,55-64 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,North Dakota,Unknown,65-74 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,North Dakota,Unknown,75-84 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,North Dakota,Unknown,85 years and over,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Ohio,Male,Under 1 year,0,283,,0,0,
9/16/2020,2/1/2020,9/12/2020,Ohio,Male,1-4 years,0,55,0,0,,
9/16/2020,2/1/2020,9/12/2020,Ohio,Male,5-14 years,0,79,,0,,
9/16/2020,2/1/2020,9/12/2020,Ohio,Male,15-24 years,,583,,0,,
9/16/2020,2/1/2020,9/12/2020,Ohio,Male,18-29 years,,"1,107",12,,,18
9/16/2020,2/1/2020,9/12/2020,Ohio,Male,25-34 years,,"1,292",22,,,32
9/16/2020,2/1/2020,9/12/2020,Ohio,Male,30-49 years,56,"3,479",110,23,12,155
9/16/2020,2/1/2020,9/12/2020,Ohio,Male,35-44 years,29,"1,630",48,,,71
9/16/2020,2/1/2020,9/12/2020,Ohio,Male,45-54 years,78,"2,706",128,39,11,178
9/16/2020,2/1/2020,9/12/2020,Ohio,Male,50-64 years,307,"7,797",472,139,34,674
9/16/2020,2/1/2020,9/12/2020,Ohio,Male,55-64 years,252,"6,238",392,112,29,561
9/16/2020,2/1/2020,9/12/2020,Ohio,Male,65-74 years,505,"8,931",675,219,34,995
9/16/2020,2/1/2020,9/12/2020,Ohio,Male,75-84 years,574,"9,348",781,272,23,"1,106"
9/16/2020,2/1/2020,9/12/2020,Ohio,Male,85 years and over,555,"8,850",707,224,13,"1,051"
9/16/2020,2/1/2020,9/12/2020,Ohio,Female,Under 1 year,0,214,,0,0,
9/16/2020,2/1/2020,9/12/2020,Ohio,Female,1-4 years,0,35,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Ohio,Female,5-14 years,,53,0,0,,
9/16/2020,2/1/2020,9/12/2020,Ohio,Female,15-24 years,,231,,,,10
9/16/2020,2/1/2020,9/12/2020,Ohio,Female,18-29 years,,458,12,,,21
9/16/2020,2/1/2020,9/12/2020,Ohio,Female,25-34 years,,597,14,,,27
9/16/2020,2/1/2020,9/12/2020,Ohio,Female,30-49 years,27,"1,866",67,,17,102
9/16/2020,2/1/2020,9/12/2020,Ohio,Female,35-44 years,12,868,25,,,40
9/16/2020,2/1/2020,9/12/2020,Ohio,Female,45-54 years,33,"1,713",97,16,,123
9/16/2020,2/1/2020,9/12/2020,Ohio,Female,50-64 years,156,"5,071",343,82,23,440
9/16/2020,2/1/2020,9/12/2020,Ohio,Female,55-64 years,134,"4,018",281,69,19,365
9/16/2020,2/1/2020,9/12/2020,Ohio,Female,65-74 years,290,"6,488",425,123,25,617
9/16/2020,2/1/2020,9/12/2020,Ohio,Female,75-84 years,561,"9,332",679,225,32,"1,046"
9/16/2020,2/1/2020,9/12/2020,Ohio,Female,85 years and over,864,"14,465",880,340,36,"1,440"
9/16/2020,2/1/2020,9/12/2020,Ohio,Unknown,Under 1 year,0,,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Ohio,Unknown,1-4 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Ohio,Unknown,5-14 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Ohio,Unknown,15-24 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Ohio,Unknown,18-29 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Ohio,Unknown,25-34 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Ohio,Unknown,30-49 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Ohio,Unknown,35-44 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Ohio,Unknown,45-54 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Ohio,Unknown,50-64 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Ohio,Unknown,55-64 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Ohio,Unknown,65-74 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Ohio,Unknown,75-84 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Ohio,Unknown,85 years and over,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Oklahoma,Male,Under 1 year,,88,,0,0,
9/16/2020,2/1/2020,9/12/2020,Oklahoma,Male,1-4 years,0,25,,0,0,
9/16/2020,2/1/2020,9/12/2020,Oklahoma,Male,5-14 years,0,33,0,0,,
9/16/2020,2/1/2020,9/12/2020,Oklahoma,Male,15-24 years,,190,,,0,
9/16/2020,2/1/2020,9/12/2020,Oklahoma,Male,18-29 years,,308,12,,,15
9/16/2020,2/1/2020,9/12/2020,Oklahoma,Male,25-34 years,,350,15,,,18
9/16/2020,2/1/2020,9/12/2020,Oklahoma,Male,30-49 years,17,"1,106",66,,,77
9/16/2020,2/1/2020,9/12/2020,Oklahoma,Male,35-44 years,,525,31,,,35
9/16/2020,2/1/2020,9/12/2020,Oklahoma,Male,45-54 years,23,905,63,,,84
9/16/2020,2/1/2020,9/12/2020,Oklahoma,Male,50-64 years,91,"2,696",203,29,19,282
9/16/2020,2/1/2020,9/12/2020,Oklahoma,Male,55-64 years,78,"2,176",167,24,12,232
9/16/2020,2/1/2020,9/12/2020,Oklahoma,Male,65-74 years,132,"3,012",312,48,11,406
9/16/2020,2/1/2020,9/12/2020,Oklahoma,Male,75-84 years,136,"3,146",339,56,12,431
9/16/2020,2/1/2020,9/12/2020,Oklahoma,Male,85 years and over,123,"2,463",272,55,,345
9/16/2020,2/1/2020,9/12/2020,Oklahoma,Female,Under 1 year,0,64,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Oklahoma,Female,1-4 years,0,14,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Oklahoma,Female,5-14 years,,27,,0,0,
9/16/2020,2/1/2020,9/12/2020,Oklahoma,Female,15-24 years,0,75,,0,0,
9/16/2020,2/1/2020,9/12/2020,Oklahoma,Female,18-29 years,0,123,,0,0,
9/16/2020,2/1/2020,9/12/2020,Oklahoma,Female,25-34 years,,158,,,,
9/16/2020,2/1/2020,9/12/2020,Oklahoma,Female,30-49 years,15,612,29,,,48
9/16/2020,2/1/2020,9/12/2020,Oklahoma,Female,35-44 years,,284,13,0,,24
9/16/2020,2/1/2020,9/12/2020,Oklahoma,Female,45-54 years,18,585,41,,,54
9/16/2020,2/1/2020,9/12/2020,Oklahoma,Female,50-64 years,61,"1,737",167,24,15,217
9/16/2020,2/1/2020,9/12/2020,Oklahoma,Female,55-64 years,49,"1,386",139,19,14,181
9/16/2020,2/1/2020,9/12/2020,Oklahoma,Female,65-74 years,109,"2,334",243,42,14,324
9/16/2020,2/1/2020,9/12/2020,Oklahoma,Female,75-84 years,104,"2,922",275,42,13,349
9/16/2020,2/1/2020,9/12/2020,Oklahoma,Female,85 years and over,130,"3,760",259,44,12,357
9/16/2020,2/1/2020,9/12/2020,Oklahoma,Unknown,Under 1 year,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Oklahoma,Unknown,1-4 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Oklahoma,Unknown,5-14 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Oklahoma,Unknown,15-24 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Oklahoma,Unknown,18-29 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Oklahoma,Unknown,25-34 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Oklahoma,Unknown,30-49 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Oklahoma,Unknown,35-44 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Oklahoma,Unknown,45-54 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Oklahoma,Unknown,50-64 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Oklahoma,Unknown,55-64 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Oklahoma,Unknown,65-74 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Oklahoma,Unknown,75-84 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Oklahoma,Unknown,85 years and over,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Oregon,Male,Under 1 year,0,62,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Oregon,Male,1-4 years,0,14,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Oregon,Male,5-14 years,0,20,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Oregon,Male,15-24 years,0,155,0,0,,
9/16/2020,2/1/2020,9/12/2020,Oregon,Male,18-29 years,,268,0,0,0,
9/16/2020,2/1/2020,9/12/2020,Oregon,Male,25-34 years,,303,,0,0,
9/16/2020,2/1/2020,9/12/2020,Oregon,Male,30-49 years,10,831,24,,,33
9/16/2020,2/1/2020,9/12/2020,Oregon,Male,35-44 years,,376,13,,,17
9/16/2020,2/1/2020,9/12/2020,Oregon,Male,45-54 years,15,759,22,,,37
9/16/2020,2/1/2020,9/12/2020,Oregon,Male,50-64 years,48,"2,149",87,13,,130
9/16/2020,2/1/2020,9/12/2020,Oregon,Male,55-64 years,36,"1,680",72,,,103
9/16/2020,2/1/2020,9/12/2020,Oregon,Male,65-74 years,58,"2,745",142,23,11,188
9/16/2020,2/1/2020,9/12/2020,Oregon,Male,75-84 years,67,"3,065",165,26,,212
9/16/2020,2/1/2020,9/12/2020,Oregon,Male,85 years and over,70,"2,863",156,21,,212
9/16/2020,2/1/2020,9/12/2020,Oregon,Female,Under 1 year,0,46,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Oregon,Female,1-4 years,0,,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Oregon,Female,5-14 years,0,16,,0,,
9/16/2020,2/1/2020,9/12/2020,Oregon,Female,15-24 years,0,63,,0,0,
9/16/2020,2/1/2020,9/12/2020,Oregon,Female,18-29 years,0,101,,0,0,
9/16/2020,2/1/2020,9/12/2020,Oregon,Female,25-34 years,,126,,0,,
9/16/2020,2/1/2020,9/12/2020,Oregon,Female,30-49 years,,448,17,,,24
9/16/2020,2/1/2020,9/12/2020,Oregon,Female,35-44 years,,197,,,,
9/16/2020,2/1/2020,9/12/2020,Oregon,Female,45-54 years,,425,18,,,23
9/16/2020,2/1/2020,9/12/2020,Oregon,Female,50-64 years,19,"1,316",70,,,89
9/16/2020,2/1/2020,9/12/2020,Oregon,Female,55-64 years,17,"1,064",60,,,77
9/16/2020,2/1/2020,9/12/2020,Oregon,Female,65-74 years,32,"2,016",103,18,,120
9/16/2020,2/1/2020,9/12/2020,Oregon,Female,75-84 years,50,"2,689",123,15,,167
9/16/2020,2/1/2020,9/12/2020,Oregon,Female,85 years and over,88,"4,229",184,20,,256
9/16/2020,2/1/2020,9/12/2020,Oregon,Unknown,Under 1 year,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Oregon,Unknown,1-4 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Oregon,Unknown,5-14 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Oregon,Unknown,15-24 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Oregon,Unknown,18-29 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Oregon,Unknown,25-34 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Oregon,Unknown,30-49 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Oregon,Unknown,35-44 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Oregon,Unknown,45-54 years,0,,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Oregon,Unknown,50-64 years,0,,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Oregon,Unknown,55-64 years,0,,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Oregon,Unknown,65-74 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Oregon,Unknown,75-84 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Oregon,Unknown,85 years and over,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Pennsylvania,Male,Under 1 year,0,248,,0,0,
9/16/2020,2/1/2020,9/12/2020,Pennsylvania,Male,1-4 years,0,56,,0,0,
9/16/2020,2/1/2020,9/12/2020,Pennsylvania,Male,5-14 years,0,68,,0,,
9/16/2020,2/1/2020,9/12/2020,Pennsylvania,Male,15-24 years,,532,,,0,14
9/16/2020,2/1/2020,9/12/2020,Pennsylvania,Male,18-29 years,13,"1,063",20,,0,29
9/16/2020,2/1/2020,9/12/2020,Pennsylvania,Male,25-34 years,20,"1,304",26,,,39
9/16/2020,2/1/2020,9/12/2020,Pennsylvania,Male,30-49 years,119,"3,263",122,53,,194
9/16/2020,2/1/2020,9/12/2020,Pennsylvania,Male,35-44 years,44,"1,503",51,20,,78
9/16/2020,2/1/2020,9/12/2020,Pennsylvania,Male,45-54 years,174,"2,696",148,73,,257
9/16/2020,2/1/2020,9/12/2020,Pennsylvania,Male,50-64 years,574,"8,029",513,241,28,872
9/16/2020,2/1/2020,9/12/2020,Pennsylvania,Male,55-64 years,462,"6,385",422,195,21,708
9/16/2020,2/1/2020,9/12/2020,Pennsylvania,Male,65-74 years,869,"9,532",831,349,22,"1,373"
9/16/2020,2/1/2020,9/12/2020,Pennsylvania,Male,75-84 years,1129,"11,031","1,114",446,34,"1,831"
9/16/2020,2/1/2020,9/12/2020,Pennsylvania,Male,85 years and over,1244,"11,388","1,035",444,24,"1,858"
9/16/2020,2/1/2020,9/12/2020,Pennsylvania,Female,Under 1 year,0,177,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Pennsylvania,Female,1-4 years,0,42,,0,0,
9/16/2020,2/1/2020,9/12/2020,Pennsylvania,Female,5-14 years,0,44,,0,0,
9/16/2020,2/1/2020,9/12/2020,Pennsylvania,Female,15-24 years,,183,,0,0,
9/16/2020,2/1/2020,9/12/2020,Pennsylvania,Female,18-29 years,,377,12,,,16
9/16/2020,2/1/2020,9/12/2020,Pennsylvania,Female,25-34 years,,525,13,,,17
9/16/2020,2/1/2020,9/12/2020,Pennsylvania,Female,30-49 years,52,"1,723",68,23,,105
9/16/2020,2/1/2020,9/12/2020,Pennsylvania,Female,35-44 years,19,801,33,10,,47
9/16/2020,2/1/2020,9/12/2020,Pennsylvania,Female,45-54 years,79,"1,602",89,33,,139
9/16/2020,2/1/2020,9/12/2020,Pennsylvania,Female,50-64 years,310,"5,028",340,124,28,553
9/16/2020,2/1/2020,9/12/2020,Pennsylvania,Female,55-64 years,262,"4,036",280,104,26,463
9/16/2020,2/1/2020,9/12/2020,Pennsylvania,Female,65-74 years,601,"7,038",565,238,13,941
9/16/2020,2/1/2020,9/12/2020,Pennsylvania,Female,75-84 years,976,"10,462",809,368,45,"1,462"
9/16/2020,2/1/2020,9/12/2020,Pennsylvania,Female,85 years and over,2207,"19,568","1,468",604,43,"3,114"
9/16/2020,2/1/2020,9/12/2020,Pennsylvania,Unknown,Under 1 year,0,,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Pennsylvania,Unknown,1-4 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Pennsylvania,Unknown,5-14 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Pennsylvania,Unknown,15-24 years,0,0,0,0,0,0
