NAME,state,county,Estimate!!Total!!Two or more races!!Two races including Some other race,Estimate!!Total!!Some other race alone,Estimate!!Total!!Two or more races,"Estimate!!Total!!Two or more races!!Two races excluding Some other race, and three or more races",Estimate!!Total!!White alone,Estimate!!Total,Estimate!!Total!!Native Hawaiian and Other Pacific Islander alone,Estimate!!Total!!Asian alone,Estimate!!Total!!American Indian and Alaska Native alone,Estimate!!Total!!Black or African American alone
"Hempstead County, Arkansas",05,057,0.0,1663.0,457.0,457.0,13067.0,22018.0,50.0,17.0,51.0,6713.0
"Sharp County, Arkansas",05,135,71.0,51.0,542.0,471.0,16216.0,17043.0,0.0,19.0,96.0,119.0
"Stone County, Arkansas",05,137,0.0,2.0,334.0,334.0,12024.0,12446.0,0.0,14.0,63.0,9.0
"Washington County, Arkansas",05,143,893.0,22411.0,7670.0,6777.0,177357.0,228529.0,5039.0,5696.0,2207.0,8149.0
"Baxter County, Arkansas",05,005,3.0,301.0,715.0,712.0,39814.0,41219.0,13.0,172.0,130.0,74.0
"Ashley County, Arkansas",05,003,13.0,305.0,125.0,112.0,14737.0,20537.0,0.0,47.0,50.0,5273.0
"Craighead County, Arkansas",05,031,124.0,2352.0,2740.0,2616.0,83979.0,105701.0,200.0,1328.0,480.0,14622.0
"Greene County, Arkansas",05,055,92.0,305.0,758.0,666.0,42566.0,44623.0,40.0,129.0,105.0,720.0
"Lafayette County, Arkansas",05,073,0.0,63.0,67.0,67.0,4196.0,6915.0,0.0,35.0,21.0,2533.0
"Perry County, Arkansas",05,105,33.0,193.0,292.0,259.0,9578.0,10322.0,0.0,0.0,63.0,196.0
"Phillips County, Arkansas",05,107,21.0,29.0,174.0,153.0,6893.0,19034.0,0.0,11.0,6.0,11921.0
"Poinsett County, Arkansas",05,111,19.0,153.0,1380.0,1361.0,21306.0,24054.0,0.0,12.0,54.0,1149.0
"Sevier County, Arkansas",05,133,36.0,4698.0,288.0,252.0,10858.0,17193.0,50.0,61.0,364.0,874.0
"Yell County, Arkansas",05,149,70.0,3433.0,285.0,215.0,16956.0,21573.0,0.0,241.0,116.0,542.0
"Calhoun County, Arkansas",05,013,0.0,10.0,88.0,88.0,3962.0,5202.0,10.0,0.0,7.0,1125.0
"Clark County, Arkansas",05,019,17.0,506.0,316.0,299.0,15939.0,22385.0,8.0,156.0,86.0,5374.0
"Bradley County, Arkansas",05,011,12.0,463.0,24.0,12.0,7158.0,10948.0,0.0,0.0,127.0,3176.0
"Monroe County, Arkansas",05,095,25.0,42.0,185.0,160.0,4058.0,7249.0,0.0,31.0,36.0,2897.0
"Polk County, Arkansas",05,113,36.0,468.0,578.0,542.0,18538.0,20163.0,0.0,157.0,331.0,91.0
"Ouachita County, Arkansas",05,103,37.0,31.0,453.0,416.0,13655.0,24106.0,0.0,15.0,48.0,9904.0
"Newton County, Arkansas",05,101,20.0,0.0,188.0,168.0,7435.0,7848.0,0.0,18.0,205.0,2.0
"Little River County, Arkansas",05,081,0.0,51.0,289.0,289.0,9128.0,12417.0,0.0,44.0,143.0,2762.0
"Carroll County, Arkansas",05,015,32.0,417.0,579.0,547.0,25826.0,27887.0,208.0,334.0,188.0,335.0
"Miller County, Arkansas",05,091,63.0,513.0,865.0,802.0,30846.0,43759.0,34.0,180.0,477.0,10844.0
"Lake County, California",06,033,314.0,8048.0,1958.0,1644.0,49463.0,64148.0,30.0,661.0,2426.0,1562.0
"Mariposa County, California",06,043,29.0,396.0,705.0,676.0,15579.0,17540.0,54.0,243.0,397.0,166.0
"Yuba County, California",06,115,651.0,4126.0,6065.0,5414.0,56344.0,75493.0,343.0,5104.0,1079.0,2432.0
"Contra Costa County, California",06,013,14088.0,112976.0,78434.0,64346.0,648325.0,1133247.0,5585.0,185065.0,5529.0,97333.0
"Lassen County, California",06,035,97.0,590.0,666.0,569.0,25672.0,31185.0,205.0,437.0,877.0,2738.0
"Santa Barbara County, California",06,083,4055.0,42024.0,19996.0,15941.0,344026.0,443738.0,814.0,23863.0,4389.0,8626.0
"Sonoma County, California",06,097,6031.0,63422.0,27839.0,21808.0,375519.0,501317.0,1636.0,20087.0,4854.0,7960.0
"Imperial County, California",06,025,3399.0,47362.0,7542.0,4143.0,115817.0,180216.0,419.0,2684.0,1801.0,4591.0
"Mono County, California",06,051,70.0,801.0,385.0,315.0,12017.0,14174.0,0.0,339.0,527.0,105.0
"Alameda County, California",06,001,20044.0,169771.0,104155.0,84111.0,681725.0,1643700.0,13768.0,486434.0,10712.0,177135.0
"Sacramento County, California",06,067,17250.0,115072.0,107565.0,90315.0,875793.0,1510023.0,16715.0,235474.0,10340.0,149064.0
"Napa County, California",06,055,1164.0,16738.0,5371.0,4207.0,102711.0,140530.0,272.0,11373.0,1198.0,2867.0
"Monterey County, California",06,053,3699.0,117386.0,18343.0,14644.0,256709.0,433212.0,2011.0,24342.0,3221.0,11200.0
"Sierra County, California",06,091,0.0,0.0,9.0,9.0,2890.0,2930.0,0.0,0.0,25.0,6.0
"San Diego County, California",06,073,29046.0,205307.0,170366.0,141320.0,2335447.0,3302833.0,13903.0,390418.0,20980.0,166412.0
"Yolo County, California",06,113,1959.0,17774.0,13748.0,11789.0,145778.0,214977.0,984.0,29612.0,1247.0,5834.0
"Humboldt County, California",06,023,373.0,5778.0,8228.0,7855.0,108784.0,135768.0,436.0,4160.0,6797.0,1585.0
"Alpine County, California",06,003,0.0,0.0,87.0,87.0,723.0,1146.0,8.0,8.0,311.0,9.0
"Mendocino County, California",06,045,277.0,4020.0,4300.0,4023.0,73121.0,87422.0,170.0,1689.0,3591.0,531.0
"Santa Cruz County, California",06,087,2358.0,35546.0,12855.0,10497.0,208476.0,273765.0,316.0,12601.0,1375.0,2596.0
"Los Angeles County, California",06,037,113303.0,2121102.0,397680.0,284377.0,5186859.0,10098052.0,27929.0,1469968.0,70527.0,823987.0
"Riverside County, California",06,065,29644.0,495241.0,106112.0,76468.0,1450134.0,2383286.0,6843.0,152130.0,19281.0,153545.0
"Santa Clara County, California",06,085,19085.0,205997.0,96665.0,77580.0,865460.0,1922200.0,7541.0,689176.0,9303.0,48058.0
"Marin County, California",06,041,1867.0,22262.0,12661.0,10794.0,203342.0,260295.0,584.0,15000.0,737.0,5709.0
"Siskiyou County, California",06,093,268.0,719.0,2922.0,2654.0,36971.0,43540.0,149.0,678.0,1469.0,632.0
"Shasta County, California",06,089,910.0,3415.0,7299.0,6389.0,155840.0,179085.0,191.0,5427.0,4704.0,2209.0
"Del Norte County, California",06,015,232.0,968.0,1695.0,1463.0,20958.0,27424.0,17.0,977.0,2024.0,785.0
"San Luis Obispo County, California",06,079,1605.0,11581.0,10139.0,8534.0,242078.0,281455.0,258.0,10234.0,1900.0,5265.0
"Glenn County, California",06,021,21.0,2416.0,558.0,537.0,23127.0,27897.0,51.0,820.0,670.0,255.0
"Butte County, California",06,007,1691.0,9890.0,14150.0,12459.0,186095.0,227075.0,427.0,10151.0,2885.0,3477.0
"Plumas County, California",06,063,64.0,464.0,718.0,654.0,16654.0,18699.0,41.0,200.0,428.0,194.0
"Kern County, California",06,029,8956.0,87118.0,31136.0,22180.0,663592.0,883053.0,1698.0,41842.0,9488.0,48179.0
"Orange County, California",06,059,25794.0,370679.0,128289.0,102495.0,1950902.0,3164182.0,9442.0,635672.0,14466.0,54732.0
"Calaveras County, California",06,009,82.0,547.0,1825.0,1743.0,41375.0,45235.0,126.0,568.0,492.0,302.0
"Sutter County, California",06,101,856.0,4435.0,6539.0,5683.0,66752.0,95872.0,569.0,14635.0,936.0,2006.0
"San Mateo County, California",06,081,7445.0,85574.0,42725.0,35280.0,391024.0,765935.0,10504.0,215337.0,2922.0,17849.0
"Tuolumne County, California",06,109,468.0,1432.0,2505.0,2037.0,47189.0,53932.0,134.0,749.0,997.0,926.0
"San Joaquin County, California",06,077,8971.0,71360.0,74686.0,65715.0,411958.0,732212.0,4463.0,112997.0,4725.0,52023.0
"Amador County, California",06,005,188.0,1374.0,1799.0,1611.0,32989.0,37829.0,73.0,499.0,305.0,790.0
"Phillips County, Colorado",08,095,0.0,38.0,84.0,84.0,4158.0,4318.0,0.0,15.0,11.0,12.0
"Archuleta County, Colorado",08,007,30.0,1372.0,152.0,122.0,10810.0,12908.0,0.0,133.0,192.0,249.0
"Denver County, Colorado",08,031,4371.0,39531.0,24718.0,20347.0,530278.0,693417.0,1033.0,26143.0,6833.0,64881.0
"Kiowa County, Colorado",08,061,0.0,5.0,94.0,94.0,1333.0,1449.0,0.0,0.0,0.0,17.0
"Huerfano County, Colorado",08,055,9.0,114.0,117.0,108.0,6199.0,6583.0,0.0,0.0,115.0,38.0
"Baca County, Colorado",08,009,7.0,19.0,71.0,64.0,3377.0,3563.0,4.0,0.0,57.0,35.0
"Chaffee County, Colorado",08,015,120.0,129.0,617.0,497.0,17857.0,19164.0,0.0,153.0,42.0,366.0
"Gilpin County, Colorado",08,047,0.0,69.0,103.0,103.0,5566.0,5924.0,0.0,0.0,171.0,15.0
"Kit Carson County, Colorado",08,063,49.0,382.0,77.0,28.0,6885.0,7635.0,38.0,25.0,33.0,195.0
"Garfield County, Colorado",08,045,143.0,5195.0,1034.0,891.0,51120.0,58538.0,9.0,542.0,404.0,234.0
"Gunnison County, Colorado",08,051,7.0,70.0,349.0,342.0,15748.0,16537.0,22.0,83.0,162.0,103.0
"Jefferson County, Colorado",08,059,2984.0,10200.0,15282.0,12298.0,517644.0,570427.0,257.0,16243.0,4162.0,6639.0
"Mineral County, Colorado",08,079,16.0,44.0,19.0,3.0,728.0,823.0,0.0,5.0,9.0,18.0
"Ouray County, Colorado",08,091,0.0,3.0,45.0,45.0,4599.0,4722.0,4.0,21.0,50.0,0.0
"Rio Blanco County, Colorado",08,103,50.0,23.0,318.0,268.0,6038.0,6465.0,16.0,6.0,39.0,25.0
"Sedgwick County, Colorado",08,115,23.0,47.0,55.0,32.0,2165.0,2350.0,0.0,36.0,17.0,30.0
"Conejos County, Colorado",08,021,57.0,390.0,134.0,77.0,7349.0,8142.0,16.0,10.0,207.0,36.0
"Costilla County, Colorado",08,023,10.0,80.0,112.0,102.0,3343.0,3687.0,0.0,55.0,80.0,17.0
"Adams County, Colorado",08,001,3494.0,24925.0,19434.0,15940.0,410132.0,497115.0,598.0,19268.0,6264.0,16494.0
"Eagle County, Colorado",08,037,101.0,3968.0,984.0,883.0,48258.0,54357.0,43.0,424.0,155.0,525.0
"Lake County, Colorado",08,065,0.0,745.0,130.0,130.0,6532.0,7585.0,31.0,95.0,44.0,8.0
"Moffat County, Colorado",08,081,38.0,99.0,349.0,311.0,12330.0,13060.0,28.0,0.0,104.0,150.0
"Pitkin County, Colorado",08,097,33.0,749.0,255.0,222.0,16316.0,17909.0,0.0,270.0,22.0,297.0
"Cheyenne County, Colorado",08,017,8.0,3.0,65.0,57.0,1916.0,2039.0,3.0,47.0,3.0,2.0
"Crowley County, Colorado",08,025,83.0,94.0,248.0,165.0,4978.0,5630.0,0.0,19.0,85.0,206.0
"Dolores County, Colorado",08,033,0.0,1.0,47.0,47.0,1780.0,1841.0,0.0,0.0,13.0,0.0
"Jackson County, Colorado",08,057,0.0,80.0,5.0,5.0,1211.0,1296.0,0.0,0.0,0.0,0.0
"Larimer County, Colorado",08,069,1521.0,4949.0,10532.0,9011.0,309269.0,338161.0,309.0,7505.0,2322.0,3275.0
"Montezuma County, Colorado",08,083,92.0,939.0,549.0,457.0,21054.0,25909.0,10.0,57.0,3248.0,52.0
"San Miguel County, Colorado",08,113,0.0,60.0,132.0,132.0,7617.0,7968.0,0.0,101.0,42.0,16.0
"Boulder County, Colorado",08,013,1358.0,6698.0,9907.0,8549.0,284719.0,321030.0,185.0,14979.0,1715.0,2827.0
"Las Animas County, Colorado",08,071,157.0,662.0,669.0,512.0,12117.0,14179.0,0.0,104.0,506.0,121.0
"Yuma County, Colorado",08,125,43.0,305.0,122.0,79.0,9353.0,10069.0,0.0,0.0,51.0,238.0
"Routt County, Colorado",08,107,31.0,416.0,250.0,219.0,23601.0,24874.0,5.0,259.0,150.0,193.0
"Summit County, Colorado",08,117,35.0,1666.0,593.0,558.0,27530.0,30429.0,130.0,150.0,75.0,285.0
"Clear Creek County, Colorado",08,019,6.0,4.0,257.0,251.0,8880.0,9379.0,7.0,98.0,30.0,103.0
"Delta County, Colorado",08,029,40.0,281.0,367.0,327.0,28768.0,30346.0,0.0,310.0,329.0,291.0
"Pueblo County, Colorado",08,101,1488.0,15887.0,6506.0,5018.0,131054.0,164685.0,65.0,1497.0,6141.0,3535.0
"Morgan County, Colorado",08,087,527.0,1036.0,988.0,461.0,24964.0,28257.0,37.0,166.0,112.0,954.0
"Park County, Colorado",08,093,0.0,89.0,320.0,320.0,16467.0,17392.0,19.0,157.0,291.0,49.0
"Mesa County, Colorado",08,077,601.0,1694.0,3093.0,2492.0,141076.0,149998.0,410.0,1409.0,1283.0,1033.0
"Prowers County, Colorado",08,099,3.0,126.0,162.0,159.0,11429.0,12052.0,0.0,41.0,160.0,134.0
"El Paso County, Colorado",08,041,6712.0,30293.0,40615.0,33903.0,547369.0,688153.0,2722.0,19250.0,4622.0,43282.0
"Washington County, Colorado",08,121,5.0,45.0,56.0,51.0,4636.0,4840.0,0.0,22.0,14.0,67.0
"Arapahoe County, Colorado",08,005,5177.0,40961.0,28966.0,23789.0,455987.0,636671.0,1426.0,37326.0,4184.0,67821.0
"Broomfield County, Colorado",08,014,355.0,906.0,2412.0,2057.0,57355.0,66120.0,0.0,4324.0,353.0,770.0
"New Haven County, Connecticut",09,009,6623.0,47728.0,27368.0,20745.0,634586.0,859339.0,219.0,34161.0,1540.0,113737.0
"Tolland County, Connecticut",09,013,327.0,2254.0,3634.0,3307.0,133656.0,151269.0,0.0,7037.0,67.0,4621.0
"Hartford County, Connecticut",09,003,7094.0,53568.0,29653.0,22559.0,639528.0,894730.0,356.0,46577.0,2945.0,122103.0
"Windham County, Connecticut",09,015,186.0,3893.0,4086.0,3900.0,103567.0,116538.0,23.0,1614.0,711.0,2644.0
"Middlesex County, Connecticut",09,007,322.0,1321.0,3257.0,2935.0,144844.0,163368.0,8.0,5020.0,264.0,8654.0
"New Castle County, Delaware",10,003,1554.0,12286.0,13847.0,12293.0,358183.0,555133.0,182.0,30593.0,1434.0,138608.0
"Sussex County, Delaware",10,005,427.0,3385.0,4666.0,4239.0,180762.0,219540.0,236.0,2621.0,878.0,26992.0
"District of Columbia, District of Columbia",11,001,2631.0,33518.0,20143.0,17512.0,280469.0,684498.0,340.0,26718.0,1993.0,321317.0
"Okaloosa County, Florida",12,091,671.0,6857.0,9334.0,8663.0,157460.0,200737.0,333.0,6055.0,1032.0,19666.0
"Taylor County, Florida",12,123,3.0,356.0,179.0,176.0,16497.0,22098.0,34.0,80.0,75.0,4877.0
"Washington County, Florida",12,133,9.0,53.0,364.0,355.0,19777.0,24566.0,112.0,149.0,308.0,3803.0
"Duval County, Florida",12,031,3063.0,16064.0,31346.0,28283.0,557139.0,924229.0,687.0,43026.0,2138.0,273829.0
"Bradford County, Florida",12,007,20.0,84.0,345.0,325.0,20935.0,26979.0,0.0,158.0,104.0,5353.0
"Brevard County, Florida",12,009,1915.0,7757.0,17700.0,15785.0,476767.0,576808.0,492.0,14050.0,1942.0,58100.0
"Clay County, Florida",12,019,951.0,4121.0,9533.0,8582.0,165931.0,207291.0,100.0,6083.0,205.0,21318.0
"Lafayette County, Florida",12,067,19.0,15.0,206.0,187.0,6916.0,8744.0,187.0,0.0,13.0,1407.0
"Lake County, Florida",12,069,1131.0,5404.0,8132.0,7001.0,278353.0,335362.0,201.0,6588.0,1416.0,35268.0
"Nassau County, Florida",12,089,32.0,524.0,1012.0,980.0,73061.0,80578.0,0.0,821.0,274.0,4886.0
"Pinellas County, Florida",12,103,3405.0,13170.0,28137.0,24732.0,782632.0,957875.0,960.0,31851.0,2693.0,98432.0
"Polk County, Florida",12,105,2738.0,16184.0,16750.0,14012.0,520186.0,668671.0,314.0,11358.0,2189.0,101690.0
"St. Lucie County, Florida",12,111,1892.0,6315.0,7089.0,5197.0,223755.0,305591.0,269.0,5775.0,1063.0,61325.0
"Glades County, Florida",12,043,28.0,101.0,188.0,160.0,10627.0,13363.0,0.0,54.0,532.0,1861.0
"Hendry County, Florida",12,051,175.0,1129.0,1130.0,955.0,32150.0,40127.0,0.0,324.0,773.0,4621.0
"Indian River County, Florida",12,061,156.0,1897.0,2905.0,2749.0,130147.0,150984.0,58.0,1949.0,411.0,13617.0
"Jackson County, Florida",12,063,89.0,364.0,1012.0,923.0,33431.0,48472.0,58.0,155.0,312.0,13140.0
"Palm Beach County, Florida",12,099,6140.0,35122.0,30297.0,24157.0,1070496.0,1446277.0,592.0,38879.0,2402.0,268489.0
"St. Johns County, Florida",12,109,509.0,1465.0,5004.0,4495.0,208720.0,235503.0,175.0,6556.0,852.0,12731.0
"Seminole County, Florida",12,117,2108.0,14384.0,14908.0,12800.0,351484.0,455086.0,312.0,19964.0,954.0,53080.0
"Miami-Dade County, Florida",12,086,13558.0,100332.0,42704.0,29146.0,2041796.0,2715516.0,751.0,43289.0,4668.0,481976.0
"Bay County, Florida",12,005,338.0,2027.0,6920.0,6582.0,148220.0,182482.0,55.0,4113.0,1129.0,20018.0
"Flagler County, Florida",12,035,269.0,2339.0,2059.0,1790.0,88531.0,107139.0,14.0,2701.0,167.0,11328.0
"Franklin County, Florida",12,037,19.0,311.0,194.0,175.0,9476.0,11736.0,63.0,53.0,24.0,1615.0
"Hamilton County, Florida",12,047,20.0,369.0,223.0,203.0,8649.0,14269.0,0.0,22.0,83.0,4923.0
"Liberty County, Florida",12,077,0.0,89.0,159.0,159.0,6750.0,8365.0,0.0,20.0,90.0,1257.0
"Sumter County, Florida",12,119,432.0,1385.0,1640.0,1208.0,107444.0,120999.0,44.0,1086.0,371.0,9029.0
"Gadsden County, Florida",12,039,20.0,383.0,507.0,487.0,19100.0,46017.0,15.0,280.0,74.0,25658.0
"Holmes County, Florida",12,059,23.0,76.0,311.0,288.0,17275.0,19430.0,71.0,151.0,216.0,1330.0
"Lee County, Florida",12,071,2460.0,21706.0,12886.0,10426.0,609126.0,718679.0,421.0,11381.0,1330.0,61829.0
"Marion County, Florida",12,083,1373.0,3747.0,8956.0,7583.0,285189.0,348371.0,268.0,5349.0,976.0,43886.0
"Collier County, Florida",12,021,636.0,7707.0,4676.0,4040.0,320642.0,363922.0,21.0,4508.0,1012.0,25356.0
"Orange County, Florida",12,095,10712.0,83429.0,44465.0,33753.0,844074.0,1321194.0,1012.0,68133.0,2888.0,277193.0
"Pasco County, Florida",12,101,2209.0,6877.0,12902.0,10693.0,447358.0,510593.0,335.0,12871.0,1789.0,28461.0
"Highlands County, Florida",12,055,362.0,6997.0,2530.0,2168.0,81423.0,102101.0,15.0,1508.0,248.0,9380.0
"Suwannee County, Florida",12,121,48.0,337.0,1255.0,1207.0,36387.0,43924.0,32.0,59.0,66.0,5788.0
"DeSoto County, Florida",12,027,131.0,687.0,502.0,371.0,30464.0,36399.0,46.0,194.0,86.0,4420.0
"Calhoun County, Florida",12,013,36.0,300.0,460.0,424.0,11598.0,14444.0,0.0,117.0,157.0,1812.0
"Columbia County, Florida",12,023,429.0,701.0,1997.0,1568.0,53246.0,69105.0,60.0,625.0,220.0,12256.0
"Dixie County, Florida",12,029,0.0,239.0,519.0,519.0,14240.0,16437.0,21.0,16.0,38.0,1364.0
"Putnam County, Florida",12,107,148.0,483.0,1769.0,1621.0,58172.0,72766.0,8.0,415.0,212.0,11707.0
"Union County, Florida",12,125,10.0,197.0,278.0,268.0,11229.0,15239.0,4.0,85.0,111.0,3335.0
"Manatee County, Florida",12,081,1006.0,5790.0,7033.0,6027.0,319715.0,373853.0,250.0,7751.0,965.0,32349.0
"Levy County, Florida",12,075,79.0,56.0,1063.0,984.0,35008.0,39961.0,0.0,251.0,118.0,3465.0
"Baker County, Florida",12,003,0.0,262.0,398.0,398.0,23033.0,27785.0,9.0,206.0,67.0,3810.0
"Volusia County, Florida",12,127,1265.0,13873.0,10394.0,9129.0,434732.0,527634.0,168.0,9351.0,2132.0,56984.0
"Leon County, Florida",12,073,715.0,2725.0,7315.0,6600.0,177852.0,288102.0,81.0,10107.0,578.0,89444.0
"Madison County, Florida",12,079,23.0,272.0,127.0,104.0,10651.0,18474.0,2.0,194.0,70.0,7158.0
"Escambia County, Florida",12,033,1127.0,3500.0,15634.0,14507.0,212230.0,311522.0,406.0,9886.0,1505.0,68361.0
"Hernando County, Florida",12,053,495.0,2866.0,4292.0,3797.0,163329.0,182696.0,25.0,2316.0,561.0,9307.0
"Calhoun County, Georgia",13,037,16.0,214.0,81.0,65.0,2180.0,6428.0,0.0,34.0,0.0,3919.0
"Macon County, Georgia",13,193,5.0,342.0,171.0,166.0,4705.0,13480.0,1.0,63.0,27.0,8171.0
"Bleckley County, Georgia",13,023,0.0,226.0,19.0,19.0,8903.0,12775.0,0.0,28.0,9.0,3590.0
"Bibb County, Georgia",13,021,427.0,1020.0,3194.0,2767.0,62851.0,153490.0,63.0,3019.0,275.0,83068.0
"Marion County, Georgia",13,197,0.0,371.0,110.0,110.0,5288.0,8484.0,36.0,89.0,14.0,2576.0
"Schley County, Georgia",13,249,3.0,150.0,49.0,46.0,3454.0,5211.0,0.0,0.0,0.0,1558.0
"Dooly County, Georgia",13,093,75.0,538.0,243.0,168.0,6277.0,13905.0,0.0,15.0,8.0,6824.0
"Franklin County, Georgia",13,119,2.0,505.0,307.0,305.0,19338.0,22514.0,0.0,198.0,16.0,2150.0
"Effingham County, Georgia",13,103,17.0,664.0,1326.0,1309.0,48093.0,58689.0,24.0,552.0,75.0,7955.0
"Lamar County, Georgia",13,171,0.0,149.0,618.0,618.0,12186.0,18513.0,0.0,149.0,19.0,5392.0
"Emanuel County, Georgia",13,107,43.0,332.0,460.0,417.0,13935.0,22499.0,0.0,63.0,11.0,7698.0
"Quitman County, Georgia",13,239,0.0,0.0,59.0,59.0,882.0,2276.0,5.0,138.0,0.0,1192.0
"Jasper County, Georgia",13,159,0.0,343.0,136.0,136.0,10380.0,13784.0,0.0,36.0,8.0,2881.0
"Johnson County, Georgia",13,167,35.0,0.0,174.0,139.0,6281.0,9730.0,0.0,19.0,0.0,3256.0
"Liberty County, Georgia",13,179,621.0,2039.0,3754.0,3133.0,28881.0,62108.0,322.0,1324.0,285.0,25503.0
"Mitchell County, Georgia",13,205,9.0,187.0,521.0,512.0,11106.0,22432.0,8.0,101.0,48.0,10461.0
"Seminole County, Georgia",13,253,1.0,154.0,211.0,210.0,5215.0,8437.0,0.0,67.0,0.0,2790.0
"Tift County, Georgia",13,277,27.0,1037.0,391.0,364.0,26243.0,40510.0,14.0,589.0,36.0,12200.0
"Twiggs County, Georgia",13,289,0.0,0.0,160.0,160.0,4605.0,8284.0,0.0,9.0,0.0,3510.0
"Polk County, Georgia",13,233,0.0,3071.0,920.0,920.0,32159.0,41621.0,24.0,155.0,201.0,5091.0
"Talbot County, Georgia",13,263,0.0,9.0,25.0,25.0,2622.0,6378.0,0.0,33.0,2.0,3687.0
"Taylor County, Georgia",13,269,7.0,180.0,47.0,40.0,4692.0,8193.0,0.0,124.0,0.0,3150.0
"Terrell County, Georgia",13,273,2.0,44.0,68.0,66.0,3262.0,8859.0,0.0,203.0,10.0,5272.0
"Thomas County, Georgia",13,275,36.0,408.0,1009.0,973.0,26869.0,44730.0,16.0,75.0,51.0,16302.0
"Toombs County, Georgia",13,279,78.0,2370.0,539.0,461.0,16920.0,27048.0,0.0,247.0,4.0,6968.0
"Wilkinson County, Georgia",13,319,0.0,45.0,95.0,95.0,5355.0,9078.0,6.0,0.0,10.0,3567.0
"Ben Hill County, Georgia",13,017,22.0,277.0,189.0,167.0,10375.0,17154.0,9.0,18.0,0.0,6286.0
"Burke County, Georgia",13,033,139.0,351.0,234.0,95.0,10934.0,22550.0,0.0,68.0,5.0,10958.0
"Catoosa County, Georgia",13,047,27.0,752.0,1474.0,1447.0,61318.0,66299.0,24.0,953.0,220.0,1558.0
"Chattahoochee County, Georgia",13,053,52.0,193.0,338.0,286.0,7510.0,10767.0,35.0,391.0,37.0,2263.0
"Chattooga County, Georgia",13,055,40.0,404.0,340.0,300.0,21407.0,24817.0,0.0,130.0,29.0,2507.0
"Columbia County, Georgia",13,073,330.0,1742.0,5046.0,4716.0,109501.0,147295.0,0.0,5995.0,436.0,24575.0
"Decatur County, Georgia",13,087,22.0,1295.0,204.0,182.0,14060.0,26833.0,0.0,90.0,19.0,11165.0
"Floyd County, Georgia",13,115,343.0,3551.0,1960.0,1617.0,75735.0,96824.0,0.0,1540.0,177.0,13861.0
"Forsyth County, Georgia",13,117,630.0,2573.0,4573.0,3943.0,178874.0,219880.0,95.0,26049.0,415.0,7301.0
"Habersham County, Georgia",13,137,33.0,2414.0,958.0,925.0,38359.0,44289.0,248.0,907.0,45.0,1358.0
"Lowndes County, Georgia",13,185,148.0,1764.0,2299.0,2151.0,66261.0,114582.0,91.0,2114.0,335.0,41718.0
"Meriwether County, Georgia",13,199,12.0,297.0,423.0,411.0,12062.0,21113.0,0.0,132.0,30.0,8169.0
"Monroe County, Georgia",13,207,0.0,326.0,250.0,250.0,19829.0,27010.0,0.0,251.0,52.0,6302.0
"Sumter County, Georgia",13,261,85.0,582.0,490.0,405.0,12924.0,30352.0,0.0,359.0,23.0,15974.0
"Taliaferro County, Georgia",13,265,0.0,0.0,4.0,4.0,568.0,1665.0,0.0,8.0,0.0,1085.0
"Baker County, Georgia",13,007,0.0,21.0,0.0,0.0,1810.0,3189.0,20.0,95.0,7.0,1236.0
"Butts County, Georgia",13,035,51.0,185.0,243.0,192.0,16289.0,23750.0,60.0,105.0,10.0,6858.0
"Candler County, Georgia",13,043,158.0,300.0,284.0,126.0,7355.0,10827.0,0.0,247.0,69.0,2572.0
"Carroll County, Georgia",13,045,175.0,2549.0,2232.0,2057.0,87288.0,116022.0,108.0,872.0,977.0,21996.0
"Crawford County, Georgia",13,079,26.0,21.0,139.0,113.0,9181.0,12344.0,0.0,25.0,0.0,2978.0
"Crisp County, Georgia",13,081,42.0,85.0,433.0,391.0,12104.0,22846.0,30.0,220.0,0.0,9974.0
"Coweta County, Georgia",13,077,109.0,1591.0,3321.0,3212.0,107831.0,140516.0,34.0,2702.0,307.0,24730.0
"Cobb County, Georgia",13,067,3727.0,35405.0,22441.0,18714.0,441978.0,745057.0,472.0,39150.0,1737.0,203874.0
"Dade County, Georgia",13,083,31.0,37.0,388.0,357.0,15407.0,16227.0,24.0,268.0,0.0,103.0
"Walton County, Georgia",13,297,250.0,1698.0,1468.0,1218.0,70380.0,90132.0,17.0,1064.0,178.0,15327.0
"Brooks County, Georgia",13,027,0.0,133.0,378.0,378.0,9618.0,15622.0,7.0,128.0,0.0,5358.0
"Dodge County, Georgia",13,091,0.0,282.0,586.0,586.0,14102.0,20919.0,0.0,79.0,2.0,5868.0
"Elbert County, Georgia",13,105,0.0,106.0,90.0,90.0,13085.0,19212.0,0.0,42.0,0.0,5889.0
"Fayette County, Georgia",13,113,605.0,2481.0,3602.0,2997.0,75542.0,111369.0,118.0,5034.0,276.0,24316.0
"Jenkins County, Georgia",13,165,0.0,201.0,72.0,72.0,5363.0,8827.0,0.0,109.0,127.0,2955.0
"Newton County, Georgia",13,217,417.0,1002.0,2748.0,2331.0,54326.0,106497.0,84.0,1145.0,323.0,46869.0
"Pickens County, Georgia",13,227,0.0,107.0,2254.0,2254.0,27688.0,30832.0,13.0,136.0,225.0,409.0
"Colquitt County, Georgia",13,071,313.0,4227.0,851.0,538.0,29397.0,45606.0,9.0,385.0,246.0,10491.0
"Dawson County, Georgia",13,085,55.0,105.0,387.0,332.0,22979.0,23861.0,0.0,148.0,12.0,230.0
